user_id,item_id
0,8316
1,8795
3,8998
5,7919
7,9410
8,8970
10,7681
14,8286
17,9591
21,9582
23,9841
24,8409
27,5719
31,9466
28,7701
33,9358
39,7112
30,6431
42,8017
48,8937
45,6014
49,8471
52,5797
54,9327
57,7986
60,9584
61,7529
64,8536
65,8635
53,7298
55,7762
68,6898
69,9501
62,6988
71,8169
72,9016
58,9336
73,9045
74,5254
75,5153
79,7479
37,7702
82,8708
84,5207
77,7403
44,9639
88,9639
92,7370
93,9597
99,7068
25,8620
102,9732
104,5782
107,8891
111,5687
112,6088
113,9380
114,6961
116,4549
85,8712
89,6213
115,9769
122,4369
123,7771
124,5719
125,6076
127,6645
128,9247
134,6903
121,6867
136,9131
135,7447
140,5412
141,7702
142,8969
148,9867
150,9327
155,9384
129,9376
157,9327
163,6645
35,9861
166,7953
168,7795
172,5642
173,8342
174,7564
176,8998
175,7564
179,9386
177,4143
182,7777
170,8744
183,6477
184,8918
186,9037
188,5916
167,9949
189,9807
105,9206
190,9373
193,6899
194,7564
195,9563
196,7101
198,9773
178,4929
9,9016
201,7317
202,9353
203,8615
204,9376
206,8353
205,9981
209,4044
211,9529
213,8441
218,8712
219,9796
222,6007
227,9327
228,8460
229,9222
231,5963
232,9990
41,6583
236,7651
238,5980
239,5858
244,9892
241,9606
246,9981
245,9773
247,8500
249,7776
252,9506
254,7848
255,7370
256,8795
257,7404
237,8473
76,7744
161,7448
262,8979
263,7686
264,9321
154,7866
268,8615
100,9528
273,9621
270,9107
275,9888
277,5037
20,5883
282,9975
284,9506
285,6653
278,8969
130,8047
286,9319
283,8888
288,8998
242,6818
295,7998
296,6942
214,7388
297,7340
300,8409
301,9815
310,9506
298,7143
299,8711
109,6541
316,8615
317,9979
302,7777
318,8944
158,9397
319,9353
324,8480
323,5021
321,5515
322,8868
329,9126
331,9613
337,5883
339,9763
311,8979
67,9621
303,6569
343,8083
344,9218
269,8136
346,8686
350,9552
351,9344
341,8083
355,7116
356,6679
360,7486
361,9815
362,8620
363,6548
359,9253
315,8969
336,9130
369,8558
153,8983
374,9801
377,8604
378,6558
330,9336
383,9933
384,5390
386,7846
387,8883
385,3355
388,9183
221,4822
392,5958
393,9581
394,8919
395,5254
371,5363
398,8854
399,5693
401,8401
402,7318
403,6612
400,5634
409,9894
412,9637
414,8392
415,9082
416,9504
417,8284
405,5037
424,9794
225,8441
426,9754
428,9091
208,6109
332,4518
365,9586
438,8099
439,6007
422,9586
443,5333
445,6007
446,8122
199,9579
448,7418
451,7804
452,7549
453,9253
432,9092
454,8002
455,7248
456,8686
457,6961
450,9810
462,8016
464,9522
467,9376
472,5080
461,6351
474,6947
427,8868
481,8979
479,8480
419,7412
482,8611
480,6729
484,9815
487,8595
486,7636
488,8814
366,8983
465,9027
494,8979
497,8169
498,9737
496,6848
489,7681
502,8746
505,9285
510,9613
511,9815
512,6433
442,8891
515,6431
447,9949
516,9981
517,9636
518,2965
519,9327
520,6258
521,8341
503,8136
530,7751
531,9701
532,9259
534,7834
529,9397
536,9552
537,2099
538,8497
539,8640
541,9082
545,7818
546,8471
547,9189
543,7681
549,8563
551,9979
266,6995
553,9052
548,9242
556,9428
528,9016
557,8286
542,8476
560,8792
561,9568
562,9602
563,8983
565,9750
568,9918
572,9590
573,9046
577,6336
492,6653
581,8868
582,6433
579,9048
554,9450
584,7412
589,8830
306,8547
591,9225
588,7999
594,9998
597,8805
578,8441
598,8146
599,9769
601,6281
602,6810
607,7333
606,3224
609,8136
612,9941
605,4369
604,2443
611,5617
614,9612
615,9807
618,9386
622,7920
625,6100
617,8604
627,8316
629,5258
631,7261
633,9812
634,9612
636,7355
638,5735
493,8979
626,9775
642,9353
233,9327
649,6244
650,9892
647,6952
652,5980
653,7806
655,9773
656,7143
390,9849
657,9327
623,9979
83,9717
661,9339
664,4414
586,8042
485,9815
669,9733
217,5648
674,9450
678,4676
646,9293
681,4142
411,6848
683,5073
686,8948
687,6831
690,7999
348,9601
696,4159
698,8931
697,6807
668,5110
662,9695
705,9717
701,7739
709,7818
711,6218
713,8136
714,9376
715,6964
688,8702
716,9421
717,8888
720,9949
723,6205
724,8016
725,9744
628,9336
730,7023
682,8441
734,7564
694,6433
740,9363
737,6468
743,9253
744,9842
747,9522
748,7370
749,7564
750,8324
751,5908
754,7248
756,8998
758,8769
759,8526
762,9769
763,9656
764,8281
739,9027
768,6476
769,6809
735,7556
755,7834
777,8820
778,8484
780,9384
781,7355
700,6803
787,7743
789,9769
790,9621
794,4185
796,9253
792,6807
801,8598
803,6899
802,9327
805,8284
806,9130
800,7840
808,8906
809,7926
810,4784
812,9979
807,9894
782,6515
391,9054
813,7403
815,9796
811,8684
108,8626
818,3224
603,7155
821,7830
822,6431
828,9857
829,8233
838,9469
825,8480
840,9444
849,5073
856,6763
859,4784
862,5440
865,8401
867,7775
839,7023
869,8769
870,9595
874,5916
860,9080
878,8768
879,9288
880,9421
884,5073
894,7929
897,6409
898,9541
895,9582
899,8533
902,9997
891,9815
911,7834
567,6670
913,8979
915,7999
90,9225
514,6952
667,9979
918,4337
920,3224
904,8136
923,7594
924,8298
928,9645
929,7387
931,8757
935,9737
896,8970
941,6007
927,9549
943,9597
939,8428
946,7629
949,5595
952,5916
955,9778
956,9420
942,9621
960,8146
932,7681
962,7545
967,8441
968,5719
776,6156
890,7437
971,6903
916,8615
973,8470
974,9872
975,5890
976,9277
979,8441
980,8914
982,8562
986,8970
834,5368
988,7675
989,9645
990,9253
991,7931
972,8891
994,7412
995,9397
996,7771
999,5571
998,9737
925,5363
1001,4409
981,8058
1006,9288
509,9386
1007,5227
1008,9820
978,9639
1009,7702
1004,6559
1012,8396
1011,7302
1010,9750
641,9508
1015,8435
1019,8350
248,9717
1013,6541
886,9488
977,9557
1023,7564
1024,7388
1026,6240
1027,6831
1028,7412
1029,8744
1031,9960
1032,8441
1036,7725
1037,6952
965,9327
666,7702
1041,7834
1042,7412
1043,4369
1039,8033
953,8979
1048,6009
1051,7702
1054,6054
1056,9584
1046,7364
1062,8615
1064,9065
1057,8136
1069,9327
1073,8441
1067,7404
1022,7986
1072,6809
1075,9773
1078,6878
693,7100
1060,9073
1083,9621
558,7112
1045,8269
1088,8980
220,7761
1090,9522
1002,7953
421,7718
1101,9664
1049,8361
1102,9421
1103,9841
1106,8002
883,9667
1109,4435
1110,8441
1058,6903
1115,9933
6,8204
1121,8099
1123,8046
1125,9531
1114,9899
1131,9584
919,9719
483,9395
1136,9621
1137,9174
1138,8686
1142,8626
1144,7355
1143,6670
1134,7278
1147,9201
722,9773
1126,7775
1148,9815
1149,8945
689,9586
1108,5570
1152,6903
1095,9048
1156,8686
1159,2965
1161,6336
1165,9798
791,8879
1167,8482
1111,9588
1171,6880
1172,5890
1173,8068
1174,7844
1175,9552
1178,9584
1177,9545
1145,7103
788,9590
1182,4059
1183,9049
1179,9521
1186,8352
1117,7690
1187,9421
1188,7834
1158,7872
1192,6088
1163,6942
1196,8868
1195,8686
1199,7639
1190,7777
1197,7681
1203,5118
1194,9469
933,9133
1205,5515
1207,8380
1208,7675
1211,6961
338,9386
1146,8487
1166,9990
1218,7601
1219,8769
1220,6010
1225,7772
908,8640
1224,8308
1033,9737
1018,9815
1229,9552
1213,9469
637,7755
1216,8002
1231,9769
1113,8731
1234,9842
1235,9606
1236,9949
1237,7283
56,6711
871,9488
1210,6076
1005,7604
1245,5621
1249,9894
1251,7050
1227,7834
1252,4146
868,4456
1250,6645
1258,9818
1239,9768
1260,9730
1261,8281
1262,5107
1264,8686
772,9830
1253,8868
1275,5502
1243,9733
1282,4983
1284,9769
1285,8802
1233,6965
1288,9970
1290,7355
1289,8233
1292,8165
745,9627
785,5153
1297,8502
1124,5634
1301,7834
1303,9949
1299,9570
1304,9049
1269,9161
406,8005
1305,7403
1295,7938
1246,8350
1308,9285
1309,9888
1310,8568
1105,8497
1315,6549
1320,7878
1322,8017
1257,8486
1324,5227
1325,8728
1329,8196
1334,7718
1333,9637
524,8731
1339,9940
1342,6670
1345,8949
1346,9336
1348,7198
1349,8136
1353,7000
1352,8970
1356,5110
1357,6244
1082,8787
1360,9504
1355,8409
1326,7388
1361,6431
1365,9485
1364,7681
1366,8441
1367,5182
1259,6258
1314,5593
1373,9606
1130,8633
334,6292
1280,8526
1040,4518
1377,9336
1376,8342
1086,7818
382,5827
1380,8497
1214,7564
1387,8460
507,8746
1389,5207
1391,6848
1394,9466
1393,8928
1399,6109
1402,9872
1405,8099
1407,9552
1107,5823
1408,9815
1410,6903
1411,9336
1413,9875
1414,8112
1412,8686
1419,7608
1417,5052
1422,6037
1420,9886
1335,9376
1423,9875
1307,8136
1429,8694
1430,9820
1431,9965
1432,8604
1434,8270
1436,9968
1437,9711
1351,9892
1421,4146
1401,8296
1442,5333
1443,7804
1426,8203
1440,9210
1445,3225
1447,5153
1452,9933
635,9701
1453,9107
1454,7973
1455,8326
1458,9297
1459,6656
1433,8151
1449,5597
1464,9567
1467,5679
1472,6431
1471,9898
1474,9206
1475,4518
1448,4666
1477,7594
1481,9052
1487,7129
1416,9131
1488,9639
1473,5412
1493,9597
1494,8711
1495,9815
1395,9488
1496,6556
1498,8024
1499,6645
970,9391
1502,9096
1503,9052
354,9590
1463,8708
906,9353
1505,9174
1506,9612
1508,6889
1510,8884
1511,6867
1507,8941
1514,6264
1518,9559
1492,9957
1519,9730
1522,9616
1524,9903
1509,9584
1525,9161
1528,8250
1527,6590
1446,7601
1531,6807
1398,3839
1533,9273
1536,1821
1539,6571
1540,6109
1541,7878
1542,7134
1544,8374
1543,6100
1547,8702
1548,9883
1549,9637
1553,6569
1554,9817
1556,8497
1550,8097
1559,9248
1558,8819
1560,7404
1546,6889
1557,4369
1567,7486
1116,9577
1569,7564
1571,8802
1570,9049
1517,5797
1535,6848
1579,7938
1561,6612
1580,8714
1577,8350
1583,4416
1584,3309
1582,7556
1589,6076
1564,8900
1593,7364
1594,8956
1595,9092
1596,5735
1597,7953
1599,9027
1598,9602
1601,9506
1592,9823
1603,8984
1605,9621
1606,7045
1607,9291
1610,8998
1613,6427
1617,7412
1616,5412
1618,9327
1096,6848
1619,7844
1296,9188
1625,6952
1581,7032
1604,9443
1611,7486
1627,9584
1628,5614
1629,9449
1562,9288
1633,9503
1615,5073
1484,7564
1500,8409
958,8692
1637,8146
1085,9952
1640,7991
1641,6442
1644,9768
1646,5037
1647,6572
1563,9072
1649,8934
1651,7355
1660,6455
1668,4923
1670,9504
1160,9541
1671,8316
305,8198
1529,8944
1665,3623
1270,8182
1679,9974
1680,7393
1663,7430
1681,7433
1585,7387
1685,8270
1306,8332
1630,8830
1688,3420
1689,9888
1693,6883
1154,7100
1694,7372
1695,4654
1697,7851
1702,6431
1470,8480
1662,8820
1703,7991
1704,8024
1655,5308
1709,8979
1715,7143
1718,8283
1656,7582
1721,6293
1719,9751
1722,6264
1725,8547
1726,6057
1734,9221
1708,9181
593,9942
1742,9639
1748,9978
1733,9940
1750,9273
1720,7418
145,9376
1751,7878
1648,4435
1576,8193
1752,9979
1755,7818
1756,9501
1759,7771
1760,9769
1757,8888
1764,6785
1730,9949
1457,2099
1765,6925
1700,8146
1545,5130
1762,9353
1770,9105
814,9773
1782,9872
1783,9353
1330,9586
1773,7978
1786,9990
1789,9026
1767,8242
1788,8935
1787,9247
1743,9580
1795,6431
852,8460
1513,5648
1797,9732
1800,9506
773,7350
1654,9130
1777,8285
1781,9181
1724,7818
1804,6155
1273,3280
1805,7403
1806,9639
1807,3420
1808,7772
1809,7834
1810,7681
1793,8582
1817,8136
1766,6155
1819,8012
1739,5827
1820,9664
1822,9637
1825,9949
1827,6541
1831,9949
1832,9917
1834,9970
1835,9616
1839,7725
1842,7902
1844,6985
917,9819
1837,9164
1849,2965
1851,7718
1845,5308
1855,4909
1798,8441
1710,9073
1859,7834
1846,8283
1860,7008
1263,4369
1867,9898
1823,9251
1868,7594
1871,6455
1872,8368
1874,9391
1876,9857
1716,7804
1881,5368
1882,6155
1883,9222
1884,9559
1853,8769
410,9701
1771,9712
1887,9733
1888,7872
1852,8628
1866,9111
1885,5872
1894,9867
1591,8041
1865,9247
1889,8948
1896,6670
1899,9065
1901,8604
1790,8712
1909,6213
1653,8409
1911,6213
1374,7884
1914,9887
1912,8251
1908,9488
1918,8391
1920,9769
1921,6269
1922,9547
1923,5412
1438,5379
1925,8097
1915,8269
1929,6842
1932,9645
1913,5420
1933,8998
1934,8937
1935,4317
1931,7050
1936,8979
1938,8069
1941,6076
1946,9327
1568,9861
1701,9736
513,9161
1940,9346
1955,7123
1824,9993
1957,7116
1961,7045
1952,4961
1964,7834
1970,9619
1972,7116
1973,7702
1979,9723
1980,9949
1982,8199
1988,8347
1892,8339
1552,9277
1990,7693
1991,6280
1128,5890
1993,7792
1995,8626
864,6751
2006,7735
2007,7686
1898,8854
2000,7755
2009,6647
2014,7808
2013,8146
2015,6903
2018,7370
2019,9581
2020,7789
2017,9886
2024,9529
2025,6076
2027,9708
2028,8694
2029,3229
1573,9469
2030,7199
2031,6903
2035,6558
2036,9555
2032,9117
2034,8426
2042,3414
2047,9975
950,6212
1879,6542
2050,6831
2054,6571
2057,9677
2056,9831
1976,6645
1277,6903
2059,8969
1999,9448
2066,8945
2060,9834
2071,9888
2073,9222
2074,9327
2068,9590
2078,8136
2081,7345
2083,9606
1950,9048
2084,7355
2086,7372
132,9028
2087,6952
2058,9247
2091,7045
2094,8979
2095,9974
2092,5698
2023,7100
2101,6952
2102,8604
2104,9606
2105,3225
2107,9242
2099,7350
2117,5698
2116,9129
2118,6590
2120,9275
2100,9030
2122,9059
2123,9637
2124,9584
779,8830
580,9448
2016,9253
1340,9888
274,5412
1916,8286
2135,6639
1705,8233
2111,5648
1833,9728
2145,9621
2064,7763
2142,9421
2147,5251
2153,5634
2150,5515
2155,9184
2144,9621
2156,4813
2158,9347
757,7818
2161,9443
1080,7658
2163,4525
2067,5525
2173,8409
2072,9420
2175,8793
2176,7549
993,8173
1778,9820
2179,9773
2180,7931
2160,8341
1939,8136
2186,9421
2187,9842
2184,8062
2196,9930
2201,9769
2174,7675
2200,7702
2152,9815
2204,9751
2203,9769
2208,9662
2209,6954
2213,9639
2214,8012
1397,8286
2192,7702
2218,4456
675,7848
2223,9541
2226,9898
2227,9450
2197,9344
2079,7236
2228,9820
2229,6942
2230,6213
2093,8324
2231,8731
2233,8173
1850,7988
2088,6815
2236,6109
2222,9336
2246,5515
2249,3224
2252,7564
2253,2099
2077,9462
2254,9026
1461,4146
2258,7771
2260,9552
2259,9636
2232,9488
2266,5782
2267,7999
2268,8269
2183,5850
2269,5890
468,7408
2225,7662
2274,8136
2275,5980
2219,9284
2244,9096
146,6899
2276,9841
1608,4142
2277,9372
2278,9564
2284,6822
2282,9969
2044,6899
2287,9145
2129,7403
292,9590
2185,7702
2291,8998
2290,9288
2293,3229
2273,9075
2295,9285
2294,8324
2237,9621
2,8998
2299,6213
2301,9469
1801,6748
2303,8604
2251,9612
2306,5986
2308,7236
2310,7029
951,6952
2312,6650
2313,8115
2297,7350
2315,8136
2316,8017
2320,9429
2321,9529
2322,2965
1926,2965
2325,8604
2181,6839
2328,9488
945,8452
2256,6258
2330,8310
2332,9160
2333,6912
2319,8441
2334,8979
2324,6548
2221,8498
2337,4813
2338,7752
2257,9801
2340,7743
2339,9376
2344,9636
2346,7991
2336,6818
2350,9796
2347,8804
1761,5627
2356,8136
2355,9376
645,9052
2358,9420
2360,8731
2224,8616
2217,7580
2369,9547
2343,8865
1462,3225
2374,7038
2373,5363
2376,5227
2377,8888
2372,5993
2382,3668
2383,9985
2270,5899
2375,8292
2388,6213
2390,7112
2396,7579
2395,8958
2398,4994
2397,8428
2400,9993
2403,8062
1774,8868
2405,9782
2406,6070
2365,4987
2409,6961
2411,9227
2351,5308
2302,7848
2271,9469
2414,9892
2415,9639
2318,7777
1068,8468
2418,8711
2386,7536
2419,7050
2421,8391
2422,7802
2423,9952
2426,9557
2427,8055
2429,7772
2413,9336
2428,8888
2430,6990
1978,8769
2435,9386
2408,9637
471,8180
2438,9736
2437,9591
2281,8002
2439,8204
2387,9918
2445,6109
2451,9775
2455,6054
2453,8757
2448,7430
2456,7199
2458,5073
2463,7902
1763,9645
2465,8285
1428,7412
1059,7549
1906,9645
2469,9590
2470,8146
817,7830
2473,9784
619,6076
2477,7675
2476,8821
2468,6169
2038,7372
2480,9985
2482,9993
2484,9469
2486,9233
2488,5173
379,9584
1267,8062
2490,9196
2491,9221
2472,8983
181,9285
2496,8435
2497,6645
2380,7681
2499,6244
2500,8744
2501,9174
2502,9026
2503,6109
2492,4518
2507,8714
2505,9584
2368,8549
2450,9999
1609,9444
2511,8620
2512,8535
2454,9886
2515,8292
2177,9979
2516,8686
2517,9974
2518,5515
2521,9101
2523,9357
1967,6985
2384,9374
2364,9506
2524,8970
2526,8998
2527,7743
2530,7772
2531,6109
2533,9288
2529,6818
2535,9892
2536,8342
2539,9570
2538,8012
2537,8199
2541,9236
2542,9013
1902,8805
2544,8283
2548,2965
2551,9726
2552,8430
2554,9612
2557,6961
2547,9586
2564,8958
2567,6952
2545,8979
2568,6280
2570,7999
2572,8536
1712,8180
2574,7931
2576,9284
1803,9621
2582,7926
2586,4518
2588,8409
2596,9016
2597,7403
2590,8686
2592,8768
2127,8005
2600,9259
2599,2965
2603,8917
2601,6076
2475,4950
2605,7579
1677,8686
2171,9560
2584,7681
2602,5648
2069,9796
2578,9422
16,8830
2610,7931
2611,6996
2613,7103
2614,8512
2612,9885
2616,9639
2037,9391
2617,5999
2598,8731
2550,5258
2615,7553
2621,9545
2618,9469
2623,6033
2625,9606
2627,6149
2556,7673
2629,7991
2631,5712
2604,6961
2632,9325
2575,7929
2635,8480
2636,9421
2637,8486
2638,6988
2640,9047
2642,5363
2643,9981
2045,8099
2644,8702
2646,8615
2649,9914
2651,9052
2647,7681
2653,8441
2656,9732
2661,8998
2662,9421
2666,8233
2669,8685
2670,5515
2660,8969
2673,9574
2678,8317
2664,7325
2288,5334
2687,5617
2688,9478
2690,9428
2691,6213
2700,8685
1891,8452
2680,7435
2704,9248
2703,7681
2701,8342
2702,8906
2696,7935
1875,8028
2706,8686
2695,9344
2709,9237
2686,8352
2713,8350
2698,9981
2714,9918
2712,9013
2715,7668
2716,5892
1091,2817
2720,3287
2645,9869
2723,7931
2724,9327
2366,9866
2725,9442
2726,5363
2727,9511
1209,7953
2731,5274
2733,9106
613,4185
2735,9645
2736,7236
1122,5735
2739,8179
2737,6542
2729,7704
2674,9003
2742,8401
2746,9985
2745,9621
2747,6839
2748,8005
2750,6867
2751,9712
2753,6030
2755,7834
1094,8635
1626,7032
2757,6670
2758,9161
2760,8613
2761,8234
2763,7635
2765,9094
2768,9696
934,8686
2774,9815
2777,7364
2280,5627
2781,8094
2766,9601
2782,8005
2449,6212
2787,7760
2789,8708
2792,7418
2786,8409
2793,9251
2795,3225
2799,8958
2801,9584
2802,7842
2803,9091
2804,9754
2810,9819
2215,8779
2813,9841
2818,5795
2784,9712
2816,7083
1989,6818
2807,9852
2822,9126
1482,9673
2796,5390
2824,7439
2826,5648
2828,9285
2809,4071
2833,5550
2814,7681
2834,9872
2815,7564
2819,5227
2836,8746
2838,6258
2830,9325
2842,9130
2843,5728
2457,9421
2546,7999
2846,9590
2847,9485
2851,7834
2682,6571
1740,9235
2853,9941
2859,7834
2861,5700
648,8385
2128,7143
2008,6647
2829,8609
1460,7652
2868,4435
2874,7519
2875,9488
742,5037
2708,8166
2878,8166
2858,8615
2852,9506
2075,8441
2881,6920
2883,7350
2769,8935
2885,8935
2888,8795
2889,9536
1870,8342
2892,5037
2887,9411
2894,9908
2898,9584
2902,9552
2869,9227
2906,6569
2908,9583
2909,7735
2910,8285
2823,5376
2867,8477
2911,7681
2912,8795
2904,9564
1076,8713
1947,9909
2913,9277
2914,8199
2915,5957
2901,5701
2918,6155
2921,5604
2924,8146
2767,5735
2932,5663
2933,9528
2936,7902
2857,9052
2633,9639
2943,7822
2947,8005
2759,7806
2950,9820
2951,8441
2953,8983
2954,8620
2952,9048
2956,9327
2930,7045
2937,2940
847,8746
2961,9016
2927,9815
2962,9894
2964,4784
2966,9636
2968,8746
2110,8952
2969,8821
2436,8180
2977,7771
475,8316
2979,9531
2980,9664
2982,6903
119,7681
2984,3854
2965,7189
2987,4369
2989,8822
2991,9251
1818,9552
2994,8130
2995,3884
2997,6811
2999,7345
2239,5719
3003,9273
3000,7045
912,7583
3005,6559
3011,9469
2085,8582
3013,8620
3014,7032
2926,8335
727,6952
3016,5648
3010,4268
2903,5735
3022,6397
3023,5916
3004,9815
3026,2817
3027,8341
3001,8711
2938,9841
3021,7401
3025,8299
3034,9094
1480,8480
3037,7101
3041,9898
3042,9954
2684,9591
1643,9584
3046,6696
3047,8948
3048,6109
3050,4404
3043,6781
3051,8707
3052,7860
3053,6645
3054,7412
2762,5823
827,8606
3060,7818
3063,5735
3066,9504
3067,8952
3068,7350
458,5338
3045,6867
3073,7559
3075,9981
3074,9586
3055,7224
2444,8711
3080,8146
3059,7403
3081,8609
2692,5037
3083,9773
2928,9107
3028,8560
3084,5502
3087,4676
3091,8768
3090,6848
1776,6252
1538,8746
2808,5648
2939,7833
3078,5916
3092,5515
3086,9374
3093,9584
3097,6431
2509,8118
3099,8281
2907,8136
3100,7777
3102,3525
3104,9369
2776,8854
3105,6952
2973,6903
2975,8746
3106,8409
3107,4456
3109,7486
3108,5258
3112,8727
3114,5908
3116,3265
289,9096
490,9778
3123,8352
3124,7681
3128,8824
522,9723
3085,8672
3122,7220
3115,7818
3131,9602
3132,7632
3056,9415
3135,5037
3136,9586
3137,9979
570,8949
2379,9586
3140,8672
3146,8063
3147,6169
2931,8471
3040,8888
2849,9682
2283,9322
3157,9452
3065,9820
2261,9438
3160,8016
3101,8712
3156,6007
3163,8846
3164,8499
3150,6541
3167,6057
1658,9888
3169,9327
3129,7497
3170,9886
3173,5827
3174,8179
3166,7830
3178,9433
3179,8196
3180,7388
3184,9049
3186,9434
3189,8781
3185,7926
3190,5254
3191,8374
3193,5515
3192,6903
3096,8097
2571,5227
3183,6125
3194,8028
3197,9431
3202,7931
3203,9765
2862,9763
3207,3735
3212,7552
3020,7855
3213,7704
3215,9887
3216,9841
3205,7984
3217,9142
3219,7639
3220,8180
3226,9285
2919,8744
3227,5648
3230,7818
3231,8707
3232,9552
3079,7143
3238,4268
3228,5827
3241,9737
3242,8834
3245,9516
3244,5663
3208,7665
3249,4769
3250,7751
1293,9754
3252,5674
3253,6985
3255,8374
3162,6431
3254,7076
3256,7507
3251,8744
3257,9990
3259,5207
3258,5591
2788,7412
3260,9420
3264,4918
3206,8002
3262,7471
3268,6213
2877,5363
3272,6858
3274,9609
3275,8956
3261,9612
3277,6711
3279,9606
1247,9769
3269,9733
3282,7874
3271,9180
3287,8316
3288,8768
2559,9877
1953,7818
1877,8302
3289,8979
3292,9059
3294,9201
3297,7984
3298,9052
2941,9677
3300,7821
